,m,sample,generalizability,eps
0,100,sample_0,0.0,0.001
1,100,sample_0,0.0,0.001006938631476027
2,100,sample_0,0.0,0.0010139254075588154
3,100,sample_0,0.0,0.0010209606623060466
4,100,sample_0,0.0,0.0010280447320933097
5,100,sample_0,0.0,0.0010351779556301763
6,100,sample_0,0.0,0.0010423606739764012
7,100,sample_0,0.0,0.0010495932305582276
8,100,sample_0,0.0,0.0010568759711848039
9,100,sample_0,0.0,0.0010642092440647246
10,100,sample_0,0.0,0.001071593399822671
11,100,sample_0,0.0,0.0010790287915161836
12,100,sample_0,0.0,0.0010865157746525384
13,100,sample_0,0.0,0.0010940547072057424
14,100,sample_0,0.0,0.001101645949633657
15,100,sample_0,0.0,0.0011092898648952228
16,100,sample_0,0.0,0.0011169868184678225
17,100,sample_0,0.0,0.001124737178364752
18,100,sample_0,0.0,0.0011325413151528115
19,100,sample_0,0.0,0.0011403996019700331
20,100,sample_0,0.0,0.0011483124145435111
21,100,sample_0,0.0,0.0011562801312073755
22,100,sample_0,0.0,0.0011643031329208768
23,100,sample_0,0.0,0.0011723818032865986
24,100,sample_0,0.0,0.0011805165285688056
25,100,sample_0,0.0,0.0011887076977119032
26,100,sample_0,0.0,0.0011969557023590429
27,100,sample_0,0.0,0.0012052609368708425
28,100,sample_0,0.0,0.0012136237983442406
29,100,sample_0,0.0,0.0012220446866314887
30,100,sample_0,0.0,0.0012305240043592616
31,100,sample_0,0.0,0.0012390621569479156
32,100,sample_0,0.0,0.0012476595526308698
33,100,sample_0,0.0,0.0012563166024741202
34,100,sample_0,0.0,0.0012650337203959038
35,100,sample_0,0.0,0.0012738113231864786
36,100,sample_0,0.0,0.0012826498305280598
37,100,sample_0,0.0,0.001291549665014884
38,100,sample_0,0.0,0.0013005112521734085
39,100,sample_0,0.0,0.0013095350204826678
40,100,sample_0,0.0,0.0013186214013947485
41,100,sample_0,0.0,0.001327770829355429
42,100,sample_0,0.0,0.0013369837418249467
43,100,sample_0,0.0,0.0013462605792989096
44,100,sample_0,0.0,0.001355601785329369
45,100,sample_0,0.0,0.0013650078065460137
46,100,sample_0,0.0,0.0013744790926775367
47,100,sample_0,0.0,0.0013840160965731315
48,100,sample_0,0.0,0.0013936192742241421
49,100,sample_0,0.0,0.0014032890847858733
50,100,sample_0,0.0,0.0014130259905995337
51,100,sample_0,0.0,0.001422830457214352
52,100,sample_0,0.0,0.001432702953409831
53,100,sample_0,0.0,0.0014426439512181574
54,100,sample_0,0.0,0.0014526539259467812
55,100,sample_0,0.0,0.00146273335620113
56,100,sample_0,0.0,0.0014728827239075019
57,100,sample_0,0.0,0.0014831025143361043
58,100,sample_0,0.0,0.0014933932161242517
59,100,sample_0,0.0,0.0015037553212997384
60,100,sample_0,0.0,0.001514189325304352
61,100,sample_0,0.0,0.0015246957270175746
62,100,sample_0,0.0,0.0015352750287804227
63,100,sample_0,0.0,0.001545927736419477
64,100,sample_0,0.0,0.001556654359271062
65,100,sample_0,0.0,0.001567455410205595
66,100,sample_0,0.0,0.001578331405652118
67,100,sample_0,0.0,0.001589282865622978
68,100,sample_0,0.0,0.0016003103137387001
69,100,sample_0,0.0,0.0016114142772530198
70,100,sample_0,0.0,0.0016225952870780871
71,100,sample_0,0.0,0.0016338538778098621
72,100,sample_0,0.0,0.0016451905877536625
73,100,sample_0,0.0,0.0016566059589499134
74,100,sample_0,0.0,0.0016681005372000592
75,100,sample_0,0.0,0.0016796748720926532
76,100,sample_0,0.0,0.0016913295170296488
77,100,sample_0,0.0,0.0017030650292528444
78,100,sample_0,0.0,0.001714881969870539
79,100,sample_0,0.0,0.001726780903884356
80,100,sample_0,0.0,0.0017387624002162504
81,100,sample_0,0.0,0.001750827031735725
82,100,sample_0,0.0,0.0017629753752872058
83,100,sample_0,0.0,0.0017752080117176341
84,100,sample_0,0.0,0.0017875255259042354
85,100,sample_0,0.0,0.0017999285067824766
86,100,sample_0,0.0,0.0018124175473742377
87,100,sample_0,0.0,0.0018249932448161524
88,100,sample_0,0.0,0.0018376562003881705
89,100,sample_0,0.0,0.0018504070195423021
90,100,sample_0,0.0,0.0018632463119315598
91,100,sample_0,0.0,0.0018761746914391214
92,100,sample_0,0.0,0.0018891927762076663
93,100,sample_0,0.0,0.0019023011886689439
94,100,sample_0,0.0,0.0019155005555735278
95,100,sample_0,0.0,0.0019287915080207778
96,100,sample_0,0.0,0.0019421746814890265
97,100,sample_0,0.0,0.001955650715865949
98,100,sample_0,0.0,0.0019692202554791715
99,100,sample_0,0.0,0.0019828839491270716
100,100,sample_0,0.0,0.0019966424501097935
101,100,sample_0,0.0,0.0020104964162604992
102,100,sample_0,0.0,0.002024446509976804
103,100,sample_0,0.0,0.002038493398252464
104,100,sample_0,0.0,0.002052637752709252
105,100,sample_0,0.0,0.0020668802496290823
106,100,sample_0,0.0,0.0020812215699863392
107,100,sample_0,0.0,0.002095662399480433
108,100,sample_0,0.0,0.0021102034285685966
109,100,sample_0,0.0,0.0021248453524988827
110,100,sample_0,0.0,0.0021395888713434215
111,100,sample_0,0.0,0.0021544346900318843
112,100,sample_0,0.0,0.002169383518385184
113,100,sample_0,0.0,0.0021844360711494285
114,100,sample_0,0.0,0.0021995930680300748
115,100,sample_0,0.0,0.0022148552337263594
116,100,sample_0,0.0,0.0022302232979659387
117,100,sample_0,0.0,0.002245697995539774
118,100,sample_0,0.0,0.0022612800663372795
119,100,sample_0,0.0,0.00227697025538168
120,100,sample_0,0.0,0.002292769312865649
121,100,sample_0,0.0,0.0023086779941871695
122,100,sample_0,0.0,0.002324697059985648
123,100,sample_0,0.0,0.0023408272761782944
124,100,sample_0,0.0,0.002357069413996728
125,100,sample_0,0.0,0.002373424250023866
126,100,sample_0,0.0,0.00238989256623105
127,100,sample_0,0.0,0.002406475150015424
128,100,sample_0,0.0,0.0024231727942376005
129,100,sample_0,0.0,0.00243998629725955
130,100,sample_0,0.0,0.00245691646298279
131,100,sample_0,0.0,0.002473964100886814
132,100,sample_0,0.0,0.0024911300260677884
133,100,sample_0,0.0,0.002508415059277541
134,100,sample_0,0.0,0.0025258200269627847
135,100,sample_0,0.0,0.002543345761304648
136,100,sample_0,0.0,0.002560993100258459
137,100,sample_0,0.0,0.002578762887593801
138,100,sample_0,0.0,0.0025966559729348722
139,100,sample_0,0.0,0.002614673211801092
140,100,sample_0,0.0,0.00263281546564802
141,100,sample_0,0.0,0.002651083601908539
142,100,sample_0,0.0,0.0026694784940343207
143,100,sample_0,0.0,0.0026880010215376074
144,100,sample_0,0.0,0.0027066520700332413
145,100,sample_0,0.0,0.0027254325312810277
146,100,sample_0,0.0,0.0027443433032283654
147,100,sample_0,0.0,0.00276338529005317
148,100,sample_0,0.0,0.0027825594022071257
149,100,sample_0,0.0,0.002801866556459195
150,100,sample_0,0.0,0.002821307675939471
151,100,sample_0,0.0,0.002840883690183304
152,100,sample_0,0.0,0.002860595535175742
153,100,sample_0,0.0,0.002880444153396298
154,100,sample_0,0.0,0.0029004304938639917
155,100,sample_0,0.0,0.002920555512182745
156,100,sample_0,0.0,0.002940820170587064
157,100,sample_0,0.0,0.0029612254379880344
158,100,sample_0,0.0,0.0029817722900196734
159,100,sample_0,0.0,0.003002461709085549
160,100,sample_0,0.0,0.0030232946844057766
161,100,sample_0,0.0,0.003044272212064303
162,100,sample_0,0.0,0.003065395295056527
163,100,sample_0,0.0,0.0030866649433372744
164,100,sample_0,0.0,0.003108082173869064
165,100,sample_0,0.0,0.0031296480106707504
166,100,sample_0,0.0,0.0031513634848664793
167,100,sample_0,0.0,0.0031732296347349765
168,100,sample_0,0.0,0.0031952475057592136
169,100,sample_0,0.0,0.0032174181506763717
170,100,sample_0,0.0,0.0032397426295281955
171,100,sample_0,0.0,0.00326222200971167
172,100,sample_0,0.0,0.0032848573660300435
173,100,sample_0,0.0,0.0033076497807442424
174,100,sample_0,0.0,0.0033306003436245884
175,100,sample_0,0.0,0.0033537101520029287
176,100,sample_0,0.0,0.0033769803108250913
177,100,sample_0,0.0,0.0034004119327037063
178,100,sample_0,0.0,0.003424006137971426
179,100,sample_0,0.0,0.0034477640547344642
180,100,sample_0,0.0,0.0034716868189265592
181,100,sample_0,0.0,0.0034957755743632753
182,100,sample_0,0.0,0.003520031472796679
183,100,sample_0,0.0,0.0035444556739704356
184,100,sample_0,0.0,0.0035690493456752297
185,100,sample_0,0.0,0.003593813663804626
186,100,sample_0,0.0,0.0036187498124112803
187,100,sample_0,0.0,0.0036438589837635444
188,100,sample_0,0.0,0.003669142378402494
189,100,sample_0,0.0,0.0036946012051993025
190,100,sample_0,0.0,0.0037202366814130658
191,100,sample_0,0.0,0.003746050032748993
192,100,sample_0,0.0,0.0037720424934169976
193,100,sample_0,0.0,0.003798215306190736
194,100,sample_0,0.0,0.0038245697224669993
195,100,sample_0,0.0,0.003851107002325569
196,100,sample_0,0.0,0.003877828414589457
197,100,sample_0,0.0,0.00390473523688556
198,100,sample_0,0.0,0.003931828755705771
199,100,sample_0,0.0,0.0039591102664684585
200,100,sample_0,0.0,0.003986581073580439
201,100,sample_0,0.0,0.004014242490499322
202,100,sample_0,0.0,0.004042095839796306
203,100,sample_0,0.0,0.004070142453219439
204,100,sample_0,0.0,0.0040983836717572615
205,100,sample_0,0.0,0.004126820845702952
206,100,sample_0,0.0,0.004155455334718876
207,100,sample_0,0.0,0.004184288507901581
208,100,sample_0,0.0,0.004213321743847289
209,100,sample_0,0.0,0.004242556430717777
210,100,sample_0,0.0,0.004271993966306777
211,100,sample_0,0.0,0.004301635758106795
212,100,sample_0,0.0,0.004331483223376399
213,100,sample_0,0.0,0.004361537789208006
214,100,sample_0,0.0,0.004391800892596086
215,100,sample_0,0.0,0.004422273980505897
216,100,sample_0,0.0,0.004452958509942656
217,100,sample_0,0.0,0.004483855948021186
218,100,sample_0,0.0,0.004514967772036102
219,100,sample_0,0.0,0.0045462954695324
220,100,sample_0,0.0,0.004577840538376616
221,100,sample_0,0.0,0.004609604486828434
222,100,sample_0,0.0,0.004641588833612777
223,100,sample_0,0.0,0.004673795107992464
224,100,sample_0,0.0,0.004706224849841282
225,100,sample_0,0.0,0.004738879609717651
226,100,sample_0,0.0,0.004771760948938746
227,100,sample_0,0.0,0.004804870439655129
228,100,sample_0,0.0,0.004838209664925958
229,100,sample_0,0.0,0.004871780218794631
230,100,sample_0,0.0,0.004905583706365045
231,100,sample_0,0.0,0.004939621743878321
232,100,sample_0,0.0,0.004973895958790063
233,100,sample_0,0.0,0.005008407989848212
234,100,sample_0,0.0,0.005043159487171359
235,100,sample_0,0.0,0.0050781521123276704
236,100,sample_0,0.0,0.005113387538414326
237,100,sample_0,0.0,0.005148867450137492
238,100,sample_0,0.0,0.005184593543892913
239,100,sample_0,0.0,0.005220567527846975
240,100,sample_0,0.0,0.005256791122018419
241,100,sample_0,0.0,0.005293266058360562
242,100,sample_0,0.0,0.005329994080844088
243,100,sample_0,0.0,0.0053669769455404765
244,100,sample_0,0.0,0.005404216420705915
245,100,sample_0,0.0,0.005441714286865887
246,100,sample_0,0.0,0.005479472336900287
247,100,sample_0,0.0,0.005517492376129128
248,100,sample_0,0.0,0.005555776222398878
249,100,sample_0,0.0,0.005594325706169377
250,100,sample_0,0.0,0.005633142670601352
251,100,sample_0,0.0,0.005672228971644543
252,100,sample_0,0.0,0.0057115864781264345
253,100,sample_0,0.0,0.005751217071841614
254,100,sample_0,0.0,0.005791122647641758
255,100,sample_0,0.0,0.005831305113526219
256,100,sample_0,0.0,0.005871766390733255
257,100,sample_0,0.0,0.0059125084138318814
258,100,sample_0,0.0,0.00595353313081437
259,100,sample_0,0.0,0.005994842503189409
260,100,sample_0,0.0,0.006036438506075864
261,100,sample_0,0.0,0.00607832312829723
262,100,sample_0,0.0,0.0061204983724767025
263,100,sample_0,0.0,0.006162966255132942
264,100,sample_0,0.0,0.0062057288067765
265,100,sample_0,0.0,0.006248788072006888
266,100,sample_0,0.0,0.006292146109610344
267,100,sample_0,0.0,0.006335804992658254
268,100,sample_0,0.0,0.006379766808606282
269,100,sample_0,0.0,0.006424033659394191
270,100,sample_0,0.0,0.006468607661546328
271,100,sample_0,0.0,0.0065134909462728026
272,100,sample_0,0.0,0.0065586856595714355
273,100,sample_0,0.0,0.006604193962330305
274,100,sample_0,0.0,0.006650018030431118
275,100,sample_0,0.0,0.006696160054853222
276,100,sample_0,0.0,0.006742622241778342
277,100,sample_0,0.0,0.006789406812696112
278,100,sample_0,0.0,0.0068365160045102385
279,100,sample_0,0.0,0.0068839520696454964
280,100,sample_0,0.0,0.006931717276155407
281,100,sample_0,0.0,0.00697981390783066
282,100,sample_0,0.0,0.0070282442643083524
283,100,sample_0,0.0,0.0070770106611818895
284,100,sample_0,0.0,0.007126115430111745
285,100,sample_0,0.0,0.007175560918936928
286,100,sample_0,0.0,0.007225349491787214
287,100,sample_0,0.0,0.007275483529196233
288,100,sample_0,0.0,0.00732596542821523
289,100,sample_0,0.0,0.007376797602527731
290,100,sample_0,0.0,0.007427982482564918
291,100,sample_0,0.0,0.007479522515621821
292,100,sample_0,0.0,0.007531420165974375
293,100,sample_0,0.0,0.0075836779149971905
294,100,sample_0,0.0,0.007636298261282242
295,100,sample_0,0.0,0.007689283720758313
296,100,sample_0,0.0,0.007742636826811269
297,100,sample_0,0.0,0.0077963601304052365
298,100,sample_0,0.0,0.00785045620020451
299,100,sample_0,0.0,0.00790492762269642
300,100,sample_0,0.0,0.007959777002314986
301,100,sample_0,0.0,0.008015006961565405
302,100,sample_0,0.0,0.008070620141149508
303,100,sample_0,0.0,0.008126619200091946
304,100,sample_0,0.0,0.008183006815867389
305,100,sample_0,0.0,0.00823978568452852
306,100,sample_0,0.0,0.008296958520834907
